client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
2a6edec679dba17ad7b94ff67e3a2834a2a23b0cc9d92469911d348961bbbf8c7c2c7acbb22a9c03ba3db972b149a062105a03186fcab9b1ac34415e0aa89d18	common_voice_te_39862980.mp3	1ed7df6d78f2ed26d5857750f75145530910292b2936577060fbfe222978356a	రాజురాజు బిడ్డరా నేటి విద్యార్థి		2	0	twenties	male_masculine			te	
628a0adfaa79bfdef535aa2cecb8f23ca97b7f8e91247a67c36c6b1cee16152b83ddfb88dd4cd92f55ef9243a8c67f644264c06202254af9a59022891f2bec2b	common_voice_te_40034032.mp3	ccb0b49995e0232b0bd9656301df7d5e36f2d5bf910a73cb25ae27c4534a9d6e	అన్యులము కాదు		2	0	twenties	male_masculine			te	
c6e90f10601fe4e90a017ba03bb24407c7801502d4d6483ab1bcd4e76d8834fa5b48921924762ecb8424d56f389c03f212583996b6d9f103a36f60a0ced23959	common_voice_te_41612804.mp3	f2957c3ded4bfae220dd5b37f67a93f1bd200853c00e933ae7a0e2506a854653	అరసి మంచిచెడ్డ సరసుండు గ్రహియించు		2	0					te	
cce329123e70fb03a90b2c4a7ba71246d05e37f799d23ee6bd5bdd4fd44fa0a7660561fe76b49cd4415f7772f205b84e217213c0800bd8ce6b18c31b0e50dad4	common_voice_te_40470441.mp3	330cb1dd83d74571eab875fbfdbedd9c9701963eb81a8e20c68a4519616efb04	కష్టపెట్టబోకు కన్నతల్లి మనస్సు		2	0			telugu		te	
da00bd89f85d4763eed787a77d1e1eaeb6af897abd42a2da644c619c3c1911547d773c93d5d10a670ee0791ff2680d5526bf483ce4c342ed1eea4a6f39ebd567	common_voice_te_40029609.mp3	08dfdc5f3b9bc6b2ebe1a2d07b5dae190ce7a8427031f21480060e864f8bb19d	మందమతులకెపుడు ముందుచూపుండదు		2	0	twenties	male_masculine			te	
df31ae87659ac25f7fc52f06f467dae34fba4487527bc7e4cd7209d855700f00bdf86d5b764f142d030f71c0f8c48f70b95d3b8b4a90e79650f0a1461041887f	common_voice_te_40027548.mp3	cb06771c97891a1e4264f0cf863f425b4a00827724967040715704011fd6e638	మెదడు పాడుచేయు		2	0	teens	female_feminine			te	
eb9dd1ead085e9a9ede84326995b2ae3c7777ca9020d7206d78b9287511f2214ff718cedbef4a734e56277072d808fecd3aba0650a292dba48afd94c32601893	common_voice_te_41592513.mp3	0cd0ea5b9f6e540c3c2f73da6e6c3ca06de3afb973d26bf2d66b725a51952d9d	న్యాయపరమైన వివాదాలతో నిలిచిపోయిన నియామక ప్రక్రియ ముఖ్యమంత్రి చొరవతో ఎట్టకేలకు పరిష్కారానికి నోచుకుంది.		2	0			తెలుగు పుస్తకాల యాస,తెలంగాణ యాస		te	
f207b88b3dcae9be4fbb00c5915e01cb399e6d5b279129d63947e743553a1754d94cdaecf6f54216382c6f5a56a64075cceba055a1e681964baec419eb19a13d	common_voice_te_41592521.mp3	a042811adb818270701b9e71b11b362c0e26a070e1dade8876326efa04f0d174	బ్యాంకులను ఇతర ఆర్ధిక సంస్థలను అనుసంధానించి ఆర్థిక సహకారమందేలా చూడాలి.		2	0			తెలుగు పుస్తకాల యాస,తెలంగాణ యాస		te	
05244647cd15f518ccbc377f068d6ffbb7de28941f10de3c7c4c6619ac5bf27749d2c195b3c2452e495130daaa3c8fbae62d5b3bffe4c2540b1c8caf5cb82b2f	common_voice_te_40029746.mp3	ba098d584753baeb99343d7b0876ebd4bd0963538a0bd0661adbfc9ad5b8c315	ఇప్పుడు ఏమి చేయాలో నాకు తెలియదు.		2	0	twenties	female_feminine			te	
05244647cd15f518ccbc377f068d6ffbb7de28941f10de3c7c4c6619ac5bf27749d2c195b3c2452e495130daaa3c8fbae62d5b3bffe4c2540b1c8caf5cb82b2f	common_voice_te_40029867.mp3	04ea376820baf5022269d79d0c6d27fa853e1247b2cf0d8e27c19a85682af897	గురువారం నాకు ఏ పని లేదు		2	0	twenties	female_feminine			te	
4f65375678c93aaa24e6681d9ddd1c2cbe0455b7d1ebc3d48eb6ae18435f6b28a27ae6ebb3abfe32657400ae633a47a8df724ed1102d62fe951f49230ec83659	common_voice_te_39111379.mp3	8f3476e9a6252806fb092e8fa18902773ba51c63f153dcd5fdc8ade3e48d6df5	కలసపాడు బ్రిడ్జిపై నుంచి నీరు ప్రవహించింది		2	0					te	
4f65375678c93aaa24e6681d9ddd1c2cbe0455b7d1ebc3d48eb6ae18435f6b28a27ae6ebb3abfe32657400ae633a47a8df724ed1102d62fe951f49230ec83659	common_voice_te_39111380.mp3	00f4ac905c97dca90cf1a55975dc9dc8f717547ed11ced4e72d3334b1a9946ee	తలపు వేరు		2	0					te	
52387a9c0d3464a3bea7d1841d86238d83679aecb39dd88e28f7adc17af8136baef04389cfdf736f4b8a436a97052c15a2695abaf367f3286f4468b06cd32b1d	common_voice_te_41714702.mp3	b1a843f86fc06f90ec99dd2ad1f248f39efa5eea1baa8e927134a6a75c3ecd2b	కలము చేతపట్టి కావ్యమ్ము రచింయిచె		2	0	thirties		rayalaseema		te	
52387a9c0d3464a3bea7d1841d86238d83679aecb39dd88e28f7adc17af8136baef04389cfdf736f4b8a436a97052c15a2695abaf367f3286f4468b06cd32b1d	common_voice_te_41714712.mp3	0179e98eafb1f6f4a84fcd0cceaa0b512c5adfcd83f9bdfad6229079b84d761a	పరశురాముని జయించినవాడవు		2	0	thirties		rayalaseema		te	
9584f82839ad9c12ca617d573afc650ec5c608374f7d0d3835f9c35a2f98a4c7851d766863b0c3376ec22d13e7fae3e8171ed234294440ff4b027d7d6330b152	common_voice_te_39975488.mp3	03025cfb22a71eb2ef7e666471fa51dd5f00466300c1e0c6c4d61dd6952c13a8	బద్దకంపు మొద్దు బల్లపై నెక్కెరా		2	0					te	
9584f82839ad9c12ca617d573afc650ec5c608374f7d0d3835f9c35a2f98a4c7851d766863b0c3376ec22d13e7fae3e8171ed234294440ff4b027d7d6330b152	common_voice_te_39975490.mp3	cf43127f5cd832e4a050220dc396a3adca6d07f74450ad5bbd26756b054ed9f9	ఆదివారం సెలవు దినం		2	0					te	
b642c676c79e9b040d2e76dbb6c876ea45ec9527b4ce598765aa3aacb79fa848856f9bc4c585cd594a501d8e8cc6b32ed283210f02851fa0db93a26ff0057b58	common_voice_te_40090770.mp3	dabcd4ea568b98c6ea3770c1cad397b4afd15c32ee653631170a62fb5d22a5bd	ఆ ప్రభువు ఇంద్రుడు		2	0	twenties	male_masculine			te	
